ProviderId,DataYear,TPSId_9_MeasureScore,TPSId_3_MeasureScore,TPSId_6_MeasureScore,TPSId_7_MeasureScore,TPSId_1_MeasureScore,TPSId_4_MeasureScore,TPSId_5_MeasureScore,TPSId_2_MeasureScore,TPSId_8_MeasureScore
010033,2014,20.100000000000,20.000000000000,13.818181818182,04.000000000000,53.518181818182,52.000000000000,67.000000000000,69.090909090909,15.600000000000
010033,2015,16.000000000000,10.000000000000,06.000000000000,02.500000000000,43.928571428571,48.571428571429,64.000000000000,60.000000000000,19.428571428571
010033,2016,16.000000000000,10.000000000000,06.000000000000,02.500000000000,43.928571428571,48.571428571429,64.000000000000,60.000000000000,19.428571428571
010034,2013,18.000000000000,NULL,18.200000000000,NULL,36.200000000000,NULL,60.000000000000,26.000000000000,NULL
010034,2014,29.625000000000,30.000000000000,Not Available,07.500000000000,58.375000000000,56.666666666667,79.000000000000,Not Available,21.250000000000
010034,2015,23.333333333333,60.000000000000,Not Available,16.666666666667,78.518518518519,86.666666666667,84.000000000000,Not Available,38.518518518519
010034,2016,23.333333333333,60.000000000000,Not Available,16.666666666667,78.518518518519,86.666666666667,84.000000000000,Not Available,38.518518518519
010035,2013,16.800000000000,NULL,68.444444444444,NULL,85.244444444444,NULL,56.000000000000,97.777777777778,NULL
010035,2014,17.400000000000,10.000000000000,15.600000000000,02.000000000000,53.600000000000,62.000000000000,58.000000000000,78.000000000000,18.600000000000
010035,2015,12.750000000000,20.000000000000,09.285714285714,05.000000000000,49.892857142857,57.142857142857,51.000000000000,92.857142857143,22.857142857143
010035,2016,12.750000000000,20.000000000000,09.285714285714,05.000000000000,49.892857142857,57.142857142857,51.000000000000,92.857142857143,22.857142857143
010036,2013,12.300000000000,NULL,62.222222222222,NULL,74.522222222222,NULL,41.000000000000,88.888888888889,NULL
010036,2014,12.300000000000,50.000000000000,15.111111111111,10.000000000000,43.411111111111,20.000000000000,41.000000000000,75.555555555556,06.000000000000
010036,2015,06.250000000000,40.000000000000,08.571428571429,10.000000000000,33.821428571429,22.500000000000,25.000000000000,85.714285714286,09.000000000000
010036,2016,06.250000000000,40.000000000000,08.571428571429,10.000000000000,33.821428571429,22.500000000000,25.000000000000,85.714285714286,09.000000000000
010038,2013,6.600000000000,NULL,40.600000000000,NULL,47.200000000000,NULL,22.000000000000,58.000000000000,NULL
010038,2014,05.700000000000,10.000000000000,06.666666666667,02.000000000000,28.366666666667,46.666666666667,19.000000000000,33.333333333333,14.000000000000
010038,2015,10.750000000000,20.000000000000,04.714285714286,05.000000000000,48.464285714286,70.000000000000,43.000000000000,47.142857142857,28.000000000000
010038,2016,10.750000000000,20.000000000000,04.714285714286,05.000000000000,48.464285714286,70.000000000000,43.000000000000,47.142857142857,28.000000000000
010039,2013,12.600000000000,NULL,43.272727272727,NULL,55.872727272727,NULL,42.000000000000,61.818181818182,NULL
010039,2014,14.100000000000,00.000000000000,10.545454545455,00.000000000000,37.845454545455,44.000000000000,47.000000000000,52.727272727273,13.200000000000
010039,2015,11.250000000000,00.000000000000,04.714285714286,00.000000000000,38.250000000000,55.714285714286,45.000000000000,47.142857142857,22.285714285714
010039,2016,11.250000000000,00.000000000000,04.714285714286,00.000000000000,38.250000000000,55.714285714286,45.000000000000,47.142857142857,22.285714285714
010040,2013,12.000000000000,NULL,49.636363636364,NULL,61.636363636364,NULL,40.000000000000,70.909090909091,NULL
010040,2014,08.700000000000,10.000000000000,06.000000000000,02.000000000000,28.100000000000,38.000000000000,29.000000000000,30.000000000000,11.400000000000
010040,2015,03.500000000000,00.000000000000,02.571428571429,00.000000000000,26.642857142857,51.428571428571,14.000000000000,25.714285714286,20.571428571429
010040,2016,03.500000000000,00.000000000000,02.571428571429,00.000000000000,26.642857142857,51.428571428571,14.000000000000,25.714285714286,20.571428571429
010044,2014,34.500000000000,90.000000000000,Not Available,22.500000000000,72.000000000000,40.000000000000,92.000000000000,Not Available,15.000000000000
010044,2015,Not Available,60.000000000000,13.333333333333,20.000000000000,62.666666666667,55.000000000000,Not Available,100.000000000000,29.333333333333
010044,2016,Not Available,60.000000000000,13.333333333333,20.000000000000,62.666666666667,55.000000000000,Not Available,100.000000000000,29.333333333333
010045,2013,28.500000000000,NULL,39.200000000000,NULL,67.700000000000,NULL,95.000000000000,56.000000000000,NULL
010045,2014,30.000000000000,80.000000000000,12.800000000000,16.000000000000,82.800000000000,80.000000000000,100.000000000000,64.000000000000,24.000000000000
010045,2015,23.500000000000,30.000000000000,07.750000000000,07.500000000000,66.750000000000,70.000000000000,94.000000000000,77.500000000000,28.000000000000
010045,2016,23.500000000000,30.000000000000,07.750000000000,07.500000000000,66.750000000000,70.000000000000,94.000000000000,77.500000000000,28.000000000000
010046,2013,6.600000000000,NULL,47.727272727273,NULL,54.327272727273,NULL,22.000000000000,68.181818181818,NULL
010046,2014,04.500000000000,00.000000000000,06.727272727273,00.000000000000,25.477272727273,47.500000000000,15.000000000000,33.636363636364,14.250000000000
010046,2015,09.250000000000,10.000000000000,04.857142857143,02.500000000000,32.607142857143,40.000000000000,37.000000000000,48.571428571429,16.000000000000
010046,2016,09.250000000000,10.000000000000,04.857142857143,02.500000000000,32.607142857143,40.000000000000,37.000000000000,48.571428571429,16.000000000000
010047,2014,33.375000000000,60.000000000000,Not Available,15.000000000000,70.875000000000,60.000000000000,89.000000000000,Not Available,22.500000000000
010047,2015,21.944444444444,70.000000000000,Not Available,19.444444444444,74.722222222222,75.000000000000,79.000000000000,Not Available,33.333333333333
010047,2016,21.944444444444,70.000000000000,Not Available,19.444444444444,74.722222222222,75.000000000000,79.000000000000,Not Available,33.333333333333
010049,2013,17.400000000000,NULL,64.555555555556,NULL,81.955555555556,NULL,58.000000000000,92.222222222222,NULL
010049,2014,13.200000000000,30.000000000000,16.000000000000,06.000000000000,48.200000000000,43.333333333333,44.000000000000,80.000000000000,13.000000000000
010049,2015,07.500000000000,00.000000000000,07.000000000000,00.000000000000,29.500000000000,37.500000000000,30.000000000000,70.000000000000,15.000000000000
